icpsr	congress	dem	majority	female	afam	latino	votepct	dwnom1	meddist	chair	subchr	seniority	state_leg	south	s_bills	s_aic	s_abc	s_pass	all_bills	all_aic	all_abc	all_pass
29537	104	0	1	0	0	0	48	.60900003	.42600003	0	0	1	0	0	7	3	0	0	7	3	0	0
29537	105	0	1	0	0	0	50	.60900003	.41750002	0	0	2	0	0	22	3	1	1	23	4	2	2
29538	104	0	1	0	0	0	51	.377	.19400001	0	0	1	1	0	8	0	0	0	9	1	1	1
29538	105	0	1	0	0	0	51	.403	.2115	0	0	2	1	0	8	1	0	0	8	1	0	0
29538	106	0	1	0	0	0	53	.42899999	.271	0	0	3	1	0	10	0	0	0	10	0	0	0
29538	107	0	1	0	0	0	56	.45500001	.252	0	0	4	1	0	7	4	4	3	7	4	4	3
29538	108	0	1	0	0	0	57	.48100001	.22600001	0	0	5	1	0	4	1	1	1	6	2	3	3
29538	109	0	1	0	0	0	58	.50700003	.20400003	0	0	6	1	0	10	0	3	2	10	0	3	2
29539	104	0	1	0	0	0	65	.26699999	.083999991	0	0	1	1	0	2	0	0	0	2	0	0	0
29539	105	0	1	0	0	0	60	.26499999	.073499985	0	0	2	1	0	3	1	0	0	3	1	0	0
29539	106	0	1	0	0	0	66	.264	.106	0	1	3	1	0	8	2	2	2	9	2	3	3
29539	107	0	1	0	0	0	66	.26199999	.058999993	0	1	4	1	0	5	0	0	0	6	1	1	1
29539	108	0	1	0	0	0	69	.26100001	.0060000075	0	1	5	1	0	11	0	0	0	11	0	0	0
29539	109	0	1	0	0	0	65	.259	.043999996	0	1	6	1	0	17	2	2	1	17	2	2	1
29539	110	0	0	0	0	0	62	.25799999	.43499997	0	0	7	1	0	10	1	0	0	10	1	0	0
29540	104	0	1	0	0	0	50	.208	.025000004	0	0	1	0	0	4	0	0	0	5	1	1	1
29541	104	0	1	0	0	0	71	.292	.109	0	0	1	1	0	3	1	1	1	3	1	1	1
29541	105	0	1	0	0	0	66	.31799999	.1265	0	0	2	1	0	11	1	1	0	13	1	1	0
29541	106	0	1	0	0	0	68	.345	.18699999	0	0	3	1	0	16	2	2	2	16	2	2	2
29541	107	0	1	0	0	0	68	.37099999	.168	0	0	4	1	0	18	1	1	1	18	1	1	1
29541	108	0	1	0	0	0	72	.39700001	.14200002	0	1	5	1	0	16	1	1	1	18	3	3	3
29541	109	0	1	0	0	0	68	.42300001	.12	0	0	6	1	0	17	0	0	0	17	0	0	0
29541	110	0	0	0	0	0	62	.449	.62599999	0	0	7	1	0	9	0	0	0	9	0	0	0
29542	104	0	1	0	0	0	53	.13600001	.046999991	0	0	1	0	0	11	3	3	3	15	5	5	4
29542	105	0	1	0	0	0	55	.13600001	.055499993	0	0	2	0	0	13	2	0	0	13	2	0	0
29542	106	0	1	0	0	0	64	.13600001	.021999992	0	0	3	0	0	14	1	1	0	14	1	1	0
29543	104	0	1	0	0	0	50	.29699999	.11399999	0	0	1	1	0	4	1	1	1	4	1	1	1
29544	104	0	1	1	0	0	52	.248	.064999998	0	0	1	0	0	5	0	0	0	6	1	0	0
29544	105	0	1	1	0	0	46	.264	.072499998	0	1	2	0	0	11	0	0	0	13	1	1	0
29544	106	0	1	1	0	0	62	.28	.122	0	1	3	0	0	24	3	4	2	28	4	4	2
29544	107	0	1	1	0	0	61	.296	.093000002	0	1	4	0	0	30	1	1	1	32	1	1	1
29544	108	0	1	1	0	0	70	.31200001	.057000007	0	1	5	0	0	22	2	3	3	24	2	3	3
29544	109	0	1	1	0	0	67	.32699999	.023999993	0	1	6	0	0	28	5	5	3	29	6	6	3
29545	104	0	1	0	0	0	56	.57999998	.39699998	0	0	1	0	1	3	0	0	0	3	0	0	0
29546	104	0	1	0	0	0	53	.51599997	.33299997	0	0	1	1	1	6	1	0	0	7	2	1	1
29546	105	0	1	0	0	0	63	.477	.28549999	0	0	2	1	1	11	2	1	1	12	3	2	2
29546	106	0	1	0	0	0	62	.43700001	.27900001	0	0	3	1	1	16	3	1	1	16	3	1	1
29546	107	0	1	0	0	0	61	.398	.19500001	0	0	4	1	1	19	2	2	1	20	2	2	1
29546	108	0	1	0	0	0	91	.35800001	.10300001	0	0	5	1	1	17	2	1	1	20	3	1	1
29546	109	0	1	0	0	0	71	.31900001	.016000006	0	0	6	1	1	17	2	2	2	19	3	3	3
29546	110	0	0	0	0	0	69	.27900001	.456	0	0	7	1	1	26	2	1	1	27	2	1	1
29547	104	0	1	0	0	0	50	.34099999	.15799999	0	0	1	0	1	1	0	0	0	4	3	3	3
29548	104	0	1	0	0	0	57	.49000001	.30700001	0	0	1	0	1	3	0	0	0	4	1	0	0
29548	105	0	1	0	0	0	62	.463	.27149999	0	0	2	0	1	7	0	0	0	8	1	1	1
29548	106	0	1	0	0	0	68	.43599999	.278	0	0	3	0	1	12	2	1	1	13	3	2	2
29548	107	0	1	0	0	0	93	.40900001	.20600002	0	0	4	0	1	9	0	1	1	9	0	1	1
29548	108	0	1	0	0	0	70	.382	.127	0	0	5	0	1	11	3	2	1	14	4	4	2
29549	104	0	1	1	0	0	65	.58700001	.40400001	0	0	1	0	1	6	1	1	1	6	1	1	1
29549	105	0	1	1	0	0	63	.61000001	.41850001	0	0	2	0	1	8	0	0	0	9	1	1	1
29549	106	0	1	1	0	0	69	.63300002	.47500002	0	0	3	0	1	16	0	2	2	17	0	2	2
29549	107	0	1	1	0	0	69	.65600002	.45300001	0	0	4	0	1	33	0	0	0	33	0	0	0
29549	108	0	1	1	0	0	72	.67900002	.42400002	0	0	5	0	1	18	0	0	0	18	0	0	0
29549	109	0	1	1	0	0	70	.70300001	.40000001	0	0	6	0	1	45	1	1	1	45	1	1	1
29549	110	0	0	1	0	0	67	.72600001	.903	0	0	7	0	1	21	1	0	0	21	1	0	0
29550	104	0	1	0	0	0	56	.69	.50699997	0	0	1	0	0	3	1	0	0	3	1	0	0
29550	105	0	1	0	0	0	54	.67900002	.48750001	0	0	2	0	0	5	1	1	1	6	2	2	1
29550	106	0	1	0	0	0	53	.66900003	.51100004	0	0	3	0	0	9	1	1	1	10	1	1	1
29550	107	0	1	0	0	0	53	.65799999	.45499998	0	1	4	0	0	4	0	0	0	7	2	2	2
29550	108	0	1	0	0	0	65	.64700001	.39200002	0	1	5	0	0	8	2	2	1	9	3	3	2
29550	109	0	1	0	0	0	60	.63700002	.33400002	0	1	6	0	0	25	2	2	0	26	3	3	1
29550	110	0	0	0	0	0	52	.62599999	.80299997	0	0	7	0	0	22	2	4	3	23	2	4	3
29551	104	0	1	0	0	0	51	.41600001	.23300001	0	0	1	0	0	8	2	0	0	8	2	0	0
29552	104	0	1	0	0	0	54	.28299999	.099999994	0	0	1	1	0	6	1	1	1	6	1	1	1
29552	105	0	1	0	0	0	50	.29800001	.10650001	0	0	2	1	0	6	1	1	1	6	1	1	1
29552	106	0	1	0	0	0	60	.31400001	.156	0	0	3	1	0	12	0	0	0	12	0	0	0
29552	107	0	1	0	0	0	64	.329	.126	1	0	4	1	0	8	0	0	0	11	2	3	2
29552	108	0	1	0	0	0	100	.345	.089999996	1	1	5	1	0	11	2	5	5	11	2	5	5
29552	109	0	1	0	0	0	66	.36000001	.057000015	1	1	6	1	0	18	5	8	5	20	6	9	6
29553	104	0	1	0	0	0	48	.25299999	.069999993	0	0	1	0	0	9	2	3	3	11	4	5	5
29553	105	0	1	0	0	0	55	.26300001	.071500011	0	0	2	0	0	8	3	3	2	12	6	6	5
29553	106	0	1	0	0	0	66	.273	.115	0	0	3	0	0	6	0	1	1	7	0	2	2
29553	107	0	1	0	0	0	69	.28299999	.079999991	0	1	4	0	0	7	1	1	0	9	1	1	0
29553	108	0	1	0	0	0	72	.29300001	.038000014	0	1	5	0	0	12	5	5	2	16	6	6	3
29553	109	0	1	0	0	0	63	.303	3.0994416e-09	0	1	6	0	0	12	1	1	0	16	2	2	0
29553	110	0	0	0	0	0	58	.31299999	.48999998	0	0	7	0	0	8	2	2	1	11	3	3	2
29554	104	0	1	0	0	0	63	.66900003	.48600003	0	0	1	0	1	2	1	0	0	2	1	0	0
29554	105	0	1	0	0	0	68	.66900003	.47750002	0	0	2	0	1	2	0	0	0	3	0	1	1
29554	106	0	1	0	0	0	62	.66900003	.51100004	0	0	3	0	1	5	1	2	2	5	1	2	2
29554	107	0	1	0	0	0	69	.66900003	.46600002	0	0	4	0	1	2	0	0	0	2	0	0	0
29555	104	0	1	0	0	0	52	.80400002	.62099999	0	0	1	0	1	6	0	0	0	6	0	0	0
29555	105	0	1	0	0	0	55	.80400002	.61250001	0	0	2	0	1	8	0	0	0	8	0	0	0
29555	106	0	1	0	0	0	58	.80400002	.64600003	0	0	3	0	1	9	1	1	1	10	1	1	1
29556	104	0	1	0	1	0	52	.45899999	.27599999	0	0	1	0	1	4	0	0	0	4	0	0	0
29556	105	0	1	0	1	0	58	.45899999	.26749998	0	0	2	0	1	7	1	0	0	7	1	0	0
29556	106	0	1	0	1	0	62	.45899999	.301	0	0	3	0	1	5	0	0	0	8	1	2	1
29556	107	0	1	0	1	0	65	.45899999	.25599998	0	0	4	0	1	9	0	0	0	11	1	1	1
29557	104	0	1	0	0	0	57	.80299997	.61999995	0	0	1	1	0	11	6	5	2	14	8	6	3
29558	104	0	1	0	0	0	50	.199	.016000001	0	0	1	1	0	4	1	0	0	4	1	0	0
29559	104	1	0	0	1	0	86	-.58999997	.773	0	0	1	1	0	3	0	0	0	3	0	0	0
29559	105	1	0	0	1	0	88	-.56699997	.75849998	0	0	2	1	0	7	0	0	0	13	6	6	6
29559	106	1	0	0	1	0	87	-.54500002	.70300001	0	0	3	1	0	9	1	1	1	9	1	1	1
29559	107	1	0	0	1	0	98	-.52200001	.72500002	0	0	4	1	0	2	0	0	0	4	0	1	1
29559	108	1	0	0	1	0	88	-.5	.755	0	0	5	1	0	5	0	0	0	5	0	0	0
29559	109	1	0	0	1	0	88	-.477	.77999997	0	0	6	1	0	6	0	0	0	6	0	0	0
29559	110	1	1	0	1	0	89	-.454	.27700001	0	0	7	1	0	9	0	0	0	9	0	0	0
29560	104	0	1	0	0	0	49	.25	.067000002	0	0	1	1	0	26	4	0	0	27	5	1	1
29560	105	0	1	0	0	0	49	.25	.058499999	0	0	2	1	0	24	2	1	1	25	2	1	1
29561	104	1	0	0	0	0	55	-.205	.38800001	0	0	1	0	0	0	0	0	0	2	0	0	0
29561	105	1	0	0	0	0	56	-.23199999	.4235	0	0	2	0	0	1	0	0	0	5	1	0	0
29561	106	1	0	0	0	0	68	-.25799999	.41599998	0	0	3	0	0	4	1	1	1	4	1	1	1
29561	107	1	0	0	0	0	69	-.28400001	.48700002	0	0	4	0	0	7	1	1	0	7	1	1	0
29561	108	1	0	0	0	0	100	-.31	.565	0	0	5	0	0	1	1	1	0	1	1	1	0
29561	109	1	0	0	0	0	100	-.336	.639	0	0	6	0	0	2	0	0	0	2	0	0	0
29561	110	1	1	0	0	0	90	-.36300001	.186	0	0	7	0	0	11	3	2	1	11	3	2	1
29562	104	1	0	0	0	0	53	-.26499999	.44799998	0	0	1	0	0	1	0	0	0	1	0	0	0
29562	105	1	0	0	0	0	54	-.26499999	.45649999	0	0	2	0	0	0	0	0	0	0	0	0	0
29562	106	1	0	0	0	0	100	-.26499999	.42299998	0	0	3	0	0	2	0	0	0	2	0	0	0
29562	107	1	0	0	0	0	64	-.26499999	.46799999	0	0	4	0	0	1	0	0	0	1	0	0	0
29563	104	0	1	0	0	0	49	.31099999	.12799999	0	0	1	0	0	30	1	0	0	31	1	0	0
29563	105	0	1	0	0	0	51	.32499999	.13349999	0	0	2	0	0	43	0	0	0	44	0	0	0
29563	106	0	1	0	0	0	63	.33899999	.18099998	0	0	3	0	0	50	0	0	0	53	1	1	1
29563	107	0	1	0	0	0	61	.35299999	.14999999	0	0	4	0	0	43	0	0	0	46	0	1	1
29563	108	0	1	0	0	0	78	.366	.11099999	0	0	5	0	0	49	0	1	1	52	1	3	2
29563	109	0	1	0	0	0	60	.38	.076999992	0	0	6	0	0	76	0	1	1	78	1	3	3
29563	110	0	0	0	0	0	54	.39399999	.57099998	0	0	7	0	0	52	1	0	0	53	1	1	1
29564	104	1	0	0	0	0	54	-.42300001	.60600001	0	0	1	1	0	6	0	0	0	6	0	0	0
29564	105	1	0	0	0	0	69	-.42699999	.61849999	0	0	2	1	0	18	1	1	0	18	1	1	0
29564	106	1	0	0	0	0	67	-.43000001	.588	0	0	3	1	0	14	1	0	0	17	1	0	0
29564	107	1	0	0	0	0	67	-.433	.63599998	0	0	4	1	0	19	0	0	0	21	0	2	2
29564	108	1	0	0	0	0	60	-.43700001	.69200003	0	0	5	1	0	19	0	0	0	20	1	1	1
29564	109	1	0	0	0	0	64	-.44	.74299997	0	0	6	1	0	12	0	0	0	13	0	0	0
29564	110	1	1	0	0	0	69	-.44299999	.266	0	0	7	1	0	20	0	1	1	23	1	3	3
29565	104	0	1	0	0	0	66	.86299998	.67999995	0	0	1	0	1	5	1	0	0	5	1	0	0
29565	105	0	1	0	0	0	96	.86299998	.67149997	0	0	2	0	1	14	1	0	0	14	1	0	0
29565	106	0	1	0	0	0	91	.86299998	.70499998	0	0	3	0	1	19	2	1	0	20	2	1	0
29566	104	0	1	0	0	0	60	.47600001	.29300001	0	0	1	1	1	5	1	1	1	5	1	1	1
29566	105	0	1	0	0	0	60	.47600001	.2845	0	0	2	1	1	5	0	0	0	6	0	0	0
29566	106	0	1	0	0	0	100	.47600001	.31800002	0	0	3	1	1	11	1	2	1	12	2	3	2
29566	107	0	1	0	0	0	68	.47600001	.273	0	0	4	1	1	17	1	1	1	18	2	2	2
29567	104	0	1	0	0	0	52	.498	.315	0	0	1	0	1	2	0	0	0	2	0	0	0
29567	105	0	1	0	0	0	56	.50700003	.31550002	0	0	2	0	1	2	0	0	0	2	0	0	0
29567	106	0	1	0	0	0	66	.51599997	.35799998	0	0	3	0	1	3	0	1	1	3	0	1	1
29567	107	0	1	0	0	0	64	.52600002	.32300001	0	0	4	0	1	2	1	1	1	2	1	1	1
29567	108	0	1	0	0	0	65	.53500003	.28000003	0	0	5	0	1	3	0	0	0	3	0	0	0
29567	109	0	1	0	0	0	65	.54400003	.24100003	0	0	6	0	1	4	1	1	1	4	1	1	1
29567	110	0	0	0	0	0	66	.55299997	.72999996	0	0	7	0	1	6	1	1	1	9	3	3	3
29568	104	0	1	0	0	0	57	.60600001	.42300001	0	0	1	0	1	2	0	0	0	2	0	0	0
29568	105	0	1	0	0	0	58	.60600001	.4145	0	0	2	0	1	2	0	0	0	2	0	0	0
29568	106	0	1	0	0	0	60	.60600001	.44800001	0	0	3	0	1	5	0	0	0	5	0	0	0
29568	107	0	1	0	0	0	66	.60600001	.403	0	0	4	0	1	2	0	0	0	2	0	0	0
29569	104	0	1	0	0	0	60	.49399999	.31099999	0	0	1	0	1	8	0	0	0	11	2	2	2
29569	105	0	1	0	0	0	65	.49399999	.30249998	0	0	2	0	1	8	1	0	0	9	1	0	0
29569	106	0	1	0	0	0	100	.49399999	.336	0	0	3	0	1	9	2	1	0	9	2	1	0
29569	107	0	1	0	0	0	70	.49399999	.29099998	0	0	4	0	1	3	0	0	0	3	0	0	0
29570	104	0	1	0	0	0	52	.958	.77499998	0	0	1	0	1	13	0	0	0	13	0	0	0
29571	104	1	0	0	0	0	56	-.38299999	.56599998	0	0	1	1	1	0	0	0	0	0	0	0	0
29571	105	1	0	0	0	0	56	-.40799999	.5995	0	0	2	1	1	5	0	0	0	6	1	1	1
29571	106	1	0	0	0	0	85	-.433	.59100002	0	0	3	1	1	6	0	0	0	8	1	1	1
29571	107	1	0	0	0	0	85	-.458	.66100001	0	0	4	1	1	10	1	1	0	10	1	1	0
29571	108	1	0	0	0	0	84	-.48300001	.73800004	0	0	5	1	1	10	0	0	0	11	0	0	0
29571	109	1	0	0	0	0	68	-.50800002	.81099999	0	0	6	1	1	16	1	1	1	17	2	2	2
29571	110	1	1	0	0	0	67	-.53299999	.35600001	0	0	7	1	1	19	2	2	2	20	2	3	3
29572	104	0	1	0	0	0	55	.56800002	.38500002	0	0	1	0	1	8	0	0	0	8	0	0	0
29572	105	0	1	0	0	0	67	.58399999	.39249998	0	0	2	0	1	13	3	2	2	13	3	2	2
29572	106	0	1	0	0	0	68	.60100001	.44300002	0	0	3	0	1	15	0	0	0	16	0	0	0
29572	107	0	1	0	0	0	68	.61699998	.41399997	0	1	4	0	1	11	1	0	0	11	1	0	0
29572	108	0	1	0	0	0	79	.63300002	.37800002	0	0	5	0	1	5	0	0	0	6	1	1	1
29572	109	0	1	0	0	0	92	.64899999	.34599999	0	0	6	0	1	6	1	0	0	6	1	0	0
29572	110	0	0	0	0	0	74	.66500002	.84200001	0	0	7	0	1	8	0	0	0	8	0	0	0
29573	104	1	0	1	1	0	73	-.43000001	.61300004	0	0	1	0	1	2	0	0	0	2	0	0	0
29573	106	1	0	1	1	0	90	-.463	.62099999	0	0	3	0	1	18	0	0	0	18	0	0	0
29573	107	1	0	1	1	0	76	-.479	.68199998	0	0	4	0	1	29	0	0	0	33	0	0	0
29573	108	1	0	1	1	0	77	-.49599999	.75099999	0	0	5	0	1	22	0	0	0	28	0	0	0
29573	109	1	0	1	1	0	89	-.51200002	.815	0	0	6	0	1	33	1	1	1	37	1	1	1
29573	110	1	1	1	1	0	77	-.52899998	.352	0	1	7	0	1	40	4	3	2	41	4	3	2
29574	104	1	0	0	0	0	52	-.29800001	.48100001	0	0	1	0	1	5	0	0	0	5	0	0	0
29574	106	1	0	0	0	0	58	-.29800001	.456	0	0	3	0	1	9	2	2	2	9	2	2	2
29574	107	1	0	0	0	0	60	-.29800001	.50099999	0	0	4	0	1	12	0	0	0	13	0	1	1
29575	104	0	1	1	0	0	46	.45199999	.26899999	0	0	1	0	0	3	0	0	0	3	0	0	0
29576	104	0	1	0	0	0	53	.264	.081	0	1	1	0	1	8	5	3	2	13	9	7	6
29576	105	0	1	0	0	0	64	.294	.1025	0	1	2	0	1	16	4	7	6	19	5	8	7
29576	106	0	1	0	0	0	82	.324	.16599999	0	1	3	0	1	19	5	4	4	22	7	7	7
29576	107	0	1	0	0	0	62	.354	.15100001	0	1	4	0	1	25	6	5	5	25	6	5	5
29576	108	0	1	0	0	0	83	.38299999	.12799999	1	0	5	0	1	25	10	10	7	27	12	12	8
29576	109	0	1	0	0	0	60	.41299999	.10999998	1	0	6	0	1	30	12	13	5	35	15	18	9
29576	110	0	0	0	0	0	55	.44299999	.62	0	0	7	0	1	12	4	4	1	14	5	5	2
29577	104	0	1	0	0	0	52	.412	.229	0	0	1	0	0	5	2	1	1	5	2	1	1
29577	105	0	1	0	0	0	54	.412	.22050001	0	0	2	0	0	9	3	3	3	12	4	5	5
29578	104	0	1	0	0	0	55	.44	.257	0	0	1	1	0	6	0	0	0	8	0	0	0
29578	105	0	1	0	0	0	49	.44	.2485	0	0	2	1	0	14	2	2	2	15	2	2	2
29578	106	0	1	0	0	0	55	.44	.28200001	0	0	3	1	0	13	1	1	1	14	2	2	2
29579	104	0	1	1	0	0	52	.39399999	.211	0	1	1	1	0	9	1	0	0	11	2	1	1
29579	105	0	1	1	0	0	50	.39399999	.2025	0	0	2	1	0	10	2	1	1	10	2	1	1
29580	104	0	1	0	0	0	53	.50199997	.31899998	0	0	1	1	0	14	6	4	3	14	6	4	3
29580	105	0	1	0	0	0	53	.51300001	.3215	0	0	2	1	0	13	6	3	3	13	6	3	3
29580	106	0	1	0	0	0	69	.523	.36500001	0	0	3	1	0	9	3	1	1	9	3	1	1
29580	107	0	1	0	0	0	61	.53399998	.33099997	0	0	4	1	0	7	0	1	1	8	0	1	1
29580	108	0	1	0	0	0	67	.54400003	.28900003	0	0	5	1	0	8	2	1	0	8	2	1	0
29580	109	0	1	0	0	0	63	.55400002	.25100002	1	1	6	1	0	11	3	3	3	11	3	3	3
29580	110	0	0	0	0	0	60	.565	.74199998	0	0	7	1	0	8	3	4	4	9	3	5	5
29581	104	0	1	0	0	0	51	.435	.252	0	0	1	0	0	8	0	0	0	9	0	0	0
29581	105	0	1	0	0	0	56	.42699999	.23549999	0	0	2	0	0	8	0	0	0	8	0	0	0
29581	106	0	1	0	0	0	57	.419	.26100001	0	0	3	0	0	16	1	0	0	18	2	2	1
29581	107	0	1	0	0	0	57	.41100001	.20800002	0	0	4	0	0	14	2	1	1	14	2	1	1
29581	108	0	1	0	0	0	63	.403	.148	0	0	5	0	0	19	5	4	4	19	5	4	4
29582	104	0	1	0	0	0	52	.5	.317	0	0	1	1	0	10	2	1	1	11	3	2	2
29583	104	0	1	0	0	0	49	.68199998	.49899998	0	0	1	0	0	5	0	0	0	7	1	2	2
29583	105	0	1	0	0	0	51	.68199998	.49049997	0	0	2	0	0	8	0	0	0	8	0	0	0
29584	104	0	1	1	0	0	53	.57300001	.39000002	0	0	1	1	0	1	1	1	1	3	2	1	1
29584	105	0	1	1	0	0	55	.57999998	.38849998	0	1	2	1	0	7	5	4	4	9	6	5	5
29584	106	0	1	1	0	0	58	.58700001	.42900002	0	1	3	1	0	13	6	6	6	15	6	6	6
29584	107	0	1	1	0	0	67	.59399998	.39099997	0	1	4	1	0	12	4	2	2	14	4	3	3
29584	108	0	1	1	0	0	61	.60100001	.34600002	0	1	5	1	0	12	4	3	2	13	4	3	2
29584	109	0	1	1	0	0	55	.60799998	.30499998	0	0	6	1	0	22	3	3	1	27	4	4	2
29584	110	0	0	1	0	0	55	.61500001	.792	0	0	7	1	0	12	1	1	1	14	2	2	2
29585	105	1	0	0	1	0	94	-.61900002	.81050003	0	0	2	0	0	2	0	0	0	2	0	0	0
29585	106	1	0	0	1	0	89	-.616	.77399999	0	0	3	0	0	17	0	0	0	18	0	0	0
29585	107	1	0	0	1	0	90	-.61400002	.81700003	0	0	4	0	0	4	0	0	0	4	0	0	0
29585	108	1	0	0	1	0	82	-.611	.866	0	0	5	0	0	1	0	0	0	1	0	0	0
29585	109	1	0	0	1	0	88	-.60900003	.912	0	0	6	0	0	2	0	1	1	2	0	1	1
29585	110	1	1	0	1	0	85	-.60600001	.42900002	0	0	7	0	0	6	1	1	1	7	2	2	2
29586	105	1	0	1	1	0	85	-.48699999	.6785	0	0	1	1	0	11	0	0	0	14	1	3	3
29586	106	1	0	1	1	0	85	-.47499999	.63300002	0	0	2	1	0	14	0	1	1	17	3	4	4
29586	107	1	0	1	1	0	82	-.463	.66600001	0	0	3	1	0	17	0	0	0	17	0	0	0
29586	108	1	0	1	1	0	73	-.45100001	.70600003	0	0	4	1	0	32	1	0	0	33	2	1	1
29586	109	1	0	1	1	0	75	-.43900001	.74199998	0	0	5	1	0	38	1	1	1	38	1	1	1
29586	110	1	1	1	1	0	82	-.42699999	.24999999	1	0	6	1	0	2	0	0	0	2	0	0	0
29587	105	1	0	0	1	0	83	-.46000001	.65149999	0	0	1	1	0	9	1	1	1	10	1	1	1
29587	106	1	0	0	1	0	86	-.45899999	.61699998	0	0	2	1	0	8	2	2	2	14	2	7	7
29587	107	1	0	0	1	0	87	-.45899999	.662	0	0	3	1	0	2	0	0	0	2	0	0	0
29587	108	1	0	0	1	0	74	-.45899999	.71399999	0	0	4	1	0	11	1	0	0	11	1	0	0
29587	109	1	0	0	1	0	73	-.45899999	.76199996	0	0	5	1	0	11	0	0	0	14	3	3	3
29587	110	1	1	0	1	0	100	-.45899999	.28200001	0	1	6	1	0	15	3	3	3	15	3	3	3
29588	105	1	0	0	0	0	67	-.419	.61049998	0	0	1	1	0	7	0	0	0	7	0	0	0
29588	106	1	0	0	0	0	84	-.458	.616	0	0	2	1	0	13	0	0	0	13	0	0	0
29588	107	1	0	0	0	0	67	-.49599999	.699	0	0	3	1	0	9	1	1	1	9	1	1	1
29588	108	1	0	0	0	0	67	-.53399998	.78899997	0	0	4	1	0	6	0	0	0	6	0	0	0
29588	109	1	0	0	0	0	71	-.57300001	.87599999	0	0	5	1	0	18	1	1	1	18	1	1	1
29588	110	1	1	0	0	0	73	-.611	.43400002	0	0	6	1	0	32	3	1	0	33	4	2	1
29700	105	0	1	0	0	0	50	.493	.30149999	0	0	1	0	1	6	2	0	0	6	2	0	0
29700	106	0	1	0	0	0	58	.493	.33500001	0	0	2	0	1	5	1	1	1	5	1	1	1
29700	107	0	1	0	0	0	87	.493	.28999999	0	0	3	0	1	5	0	0	0	5	0	0	0
29701	105	0	1	0	0	0	50	.47799999	.28649998	0	0	1	0	1	5	0	0	0	5	0	0	0
29701	106	0	1	0	0	0	56	.477	.31900001	0	0	2	0	1	4	0	1	1	5	1	2	2
29701	107	0	1	0	0	0	61	.477	.27399999	0	0	3	0	1	2	0	0	0	2	0	0	0
29701	108	0	1	0	0	0	87	.477	.222	0	0	4	0	1	5	1	0	0	5	1	0	0
29701	109	0	1	0	0	0	75	.47600001	.17300001	0	0	5	0	1	7	1	1	1	7	1	1	1
29701	110	0	0	0	0	0	70	.47600001	.653	0	0	6	0	1	3	0	1	1	4	0	2	2
29702	105	1	0	0	0	0	53	-.234	.42550001	0	0	1	0	1	4	0	0	0	4	0	0	0
29702	106	1	0	0	0	0	100	-.255	.41299999	0	0	2	0	1	8	0	0	0	8	0	0	0
29702	107	1	0	0	0	0	60	-.27599999	.479	0	0	3	0	1	11	0	0	0	11	0	0	0
29702	108	1	0	0	0	0	67	-.29699999	.55199999	0	0	4	0	1	11	0	0	0	12	1	1	1
29702	109	1	0	0	0	0	67	-.317	.62	0	0	5	0	1	22	0	0	0	23	1	1	1
29702	110	1	1	0	0	0	69	-.338	.161	0	0	6	0	1	13	1	0	0	13	1	0	0
29703	105	1	0	0	0	0	52	-.27200001	.46350002	0	0	1	1	1	2	1	0	0	2	1	0	0
29703	106	1	0	0	0	0	58	-.27200001	.43000001	0	0	2	1	1	3	1	0	0	3	1	0	0
29703	107	1	0	0	0	0	58	-.27200001	.47500002	0	0	3	1	1	1	0	0	0	1	0	0	0
29703	108	1	0	0	0	0	93	-.27200001	.52700001	0	0	4	1	1	2	0	0	0	3	1	1	1
29703	109	1	0	0	0	0	58	-.27200001	.57499999	0	0	5	1	1	7	1	1	1	7	1	1	1
29703	110	1	1	0	0	0	61	-.27200001	.095000014	0	1	6	1	1	4	0	0	0	6	0	1	1
29704	105	0	1	0	0	0	56	.41600001	.22450002	0	0	1	0	1	6	3	1	1	8	3	2	2
29704	106	0	1	0	0	0	81	.41600001	.25800002	0	0	2	0	1	10	1	1	1	14	5	4	2
29704	107	0	1	0	0	0	100	.41600001	.21300001	0	0	3	0	1	10	1	0	0	10	1	0	0
29705	105	1	0	1	0	0	49	-.266	.45750001	0	0	1	0	0	3	0	0	0	3	0	0	0
29705	106	1	0	1	0	0	53	-.28999999	.44799998	0	0	2	0	0	7	0	0	0	9	0	0	0
29705	107	1	0	1	0	0	53	-.31400001	.51700002	0	0	3	0	0	7	0	0	0	8	0	0	0
29705	108	1	0	1	0	0	76	-.338	.59299999	0	0	4	0	0	5	0	0	0	5	0	0	0
29705	109	1	0	1	0	0	66	-.36199999	.66499996	0	0	5	0	0	25	0	0	0	27	0	1	1
29705	110	1	1	1	0	0	66	-.38600001	.20900001	0	1	6	0	0	60	2	1	1	60	2	1	1
29706	105	1	0	0	0	0	48	-.36000001	.55150002	0	0	1	0	0	2	0	0	0	2	0	0	0
29707	105	1	0	0	0	0	49	-.27000001	.46150002	0	0	1	0	0	8	0	0	0	9	1	1	1
29707	106	1	0	0	0	0	57	-.30599999	.46399999	0	0	2	0	0	3	0	0	0	3	0	0	0
29707	107	1	0	0	0	0	66	-.34200001	.54500002	0	0	3	0	0	7	0	0	0	8	0	1	1
29707	108	1	0	0	0	0	62	-.37900001	.634	0	0	4	0	0	10	0	0	0	10	0	0	0
29707	109	1	0	0	0	0	62	-.41499999	.71799999	0	0	5	0	0	5	0	0	0	7	1	1	1
