icpsr	congress	dem	majority	female	afam	latino	votepct	dwnom1	meddist	chair	subchr	seniority	state_leg	south	s_bills	s_aic	s_abc	s_pass	all_bills	all_aic	all_abc	all_pass
267	93	1	1	0	0	0	69	-.329	.28200001	0	1	10	0	0	23	0	0	0	28	5	5	5
267	94	1	1	0	0	0	53	-.32800001	.14500001	0	1	11	0	0	52	1	2	1	59	6	7	6
267	95	1	1	0	0	0	55	-.32800001	.15850002	0	1	12	0	0	19	0	0	0	24	3	4	3
267	96	1	1	0	0	0	68	-.32800001	.18900001	1	1	13	0	0	16	0	0	0	19	3	3	3
465	93	1	1	0	0	0	66	-.477	.43000001	0	1	13	0	0	22	0	0	0	28	2	2	2
465	94	1	1	0	0	0	77	-.48199999	.29899999	0	1	14	0	0	14	0	0	0	18	3	3	3
633	93	1	1	0	0	0	82	-.061000001	.014	0	1	13	1	1	86	1	1	0	88	2	2	1
633	94	1	1	0	0	0	100	-.064000003	.119	0	1	14	1	1	59	0	0	0	63	2	2	1
633	95	1	1	0	0	0	100	-.067000002	.1025	0	1	15	1	1	63	1	1	0	67	2	2	1
633	96	1	1	0	0	0	100	-.07	.068999998	1	1	16	1	1	49	3	3	3	52	5	5	5
633	97	1	1	0	0	0	77	-.074000001	.013000001	0	1	17	1	1	64	7	2	2	66	7	2	2
633	98	1	1	0	0	0	84	-.077	.048999999	0	1	18	1	1	51	6	1	0	53	7	2	0
633	99	1	1	0	0	0	100	-.079999998	.023000002	0	1	19	1	1	63	11	3	2	67	12	3	2
633	100	1	1	0	0	0	100	-.082999997	.043000001	0	1	20	1	1	49	7	4	2	55	8	5	3
633	101	1	1	0	0	0	100	-.086000003	.045499995	0	1	21	1	1	53	11	3	3	55	12	4	3
633	102	1	1	0	0	0	73	-.089000002	.061999999	0	1	22	1	1	47	6	1	1	49	8	2	2
789	93	1	1	0	0	0	76	-.40200001	.35500002	1	0	14	1	0	56	2	2	2	62	7	7	7
830	93	1	1	0	0	0	100	-.31299999	.266	0	1	11	1	0	33	0	0	0	39	2	2	2
830	94	1	1	0	0	0	100	-.31900001	.13600001	0	1	12	1	0	18	0	0	0	23	2	2	2
830	95	1	1	0	0	0	76	-.324	.15450001	0	1	13	1	0	11	0	0	0	17	4	4	4
830	96	1	1	0	0	0	73	-.33000001	.19100001	0	1	14	1	0	8	1	1	1	18	7	7	5
830	97	1	1	0	0	0	67	-.33500001	.27400002	0	1	15	1	0	5	2	2	1	14	8	8	7
830	98	1	1	0	0	0	73	-.34	.214	0	1	16	1	0	6	1	0	0	12	6	5	5
830	99	1	1	0	0	0	69	-.34599999	.24299999	0	1	17	1	0	3	0	0	0	5	2	2	2
830	100	1	1	0	0	0	66	-.35100001	.22500001	0	1	18	1	0	1	0	0	0	3	2	2	2
835	93	1	1	0	0	0	63	-.491	.44400001	0	0	13	0	0	0	0	0	0	0	0	0	0
835	94	1	1	0	0	0	70	-.49200001	.30900002	0	0	14	0	0	3	0	0	0	3	0	0	0
835	95	1	1	0	0	0	71	-.493	.32350001	0	0	15	0	0	0	0	0	0	0	0	0	0
835	96	1	1	0	0	0	73	-.49399999	.35499999	1	0	16	0	0	0	0	0	0	1	0	0	0
835	97	1	1	0	0	0	70	-.49599999	.435	1	0	17	0	0	1	0	0	0	3	0	1	1
948	93	1	1	0	0	0	55	-.47099999	.42399999	0	1	8	0	0	49	0	0	0	59	7	8	7
948	94	1	1	0	0	0	64	-.47600001	.29300001	0	1	9	0	0	25	1	2	2	34	9	10	9
948	95	1	1	0	0	0	57	-.47999999	.3105	0	1	10	0	0	14	1	1	1	21	8	8	8
948	96	1	1	0	0	0	56	-.484	.345	0	1	11	0	0	1	0	0	0	2	1	1	1
986	93	0	0	0	0	0	65	.33399999	.38099998	0	0	12	0	0	6	0	0	0	6	0	0	0
1077	93	1	1	0	0	0	66	-.354	.30700001	0	1	11	1	1	12	2	2	2	15	5	5	5
1077	94	1	1	0	0	0	62	-.36199999	.17899999	1	1	12	1	1	21	6	6	6	26	11	11	10
1077	95	1	1	0	0	0	100	-.37	.20050001	1	1	13	1	1	25	8	8	7	33	12	12	9
1077	96	1	1	0	0	0	63	-.37799999	.23899999	1	1	14	1	1	9	1	1	1	19	11	11	11
1077	97	1	1	0	0	0	100	-.38600001	.32500002	1	1	15	1	1	14	9	4	3	22	14	9	8
1077	98	1	1	0	0	0	68	-.39300001	.26700002	1	1	16	1	1	18	7	4	3	29	17	14	11
1077	99	1	1	0	0	0	59	-.40099999	.29800001	1	1	17	1	1	18	7	4	3	22	8	7	6
1077	100	1	1	0	0	0	62	-.40900001	.28300002	1	1	18	1	1	19	10	4	3	27	18	12	10
1077	101	1	1	0	0	0	100	-.417	.28549999	1	1	19	1	1	17	9	9	8	27	18	19	17
1077	102	1	1	0	0	0	58	-.42500001	.27400002	1	1	20	1	1	10	5	5	5	19	14	13	10
1077	103	1	1	0	0	0	54	-.433	.27500001	1	1	21	1	1	9	5	5	4	23	17	18	15
1087	93	0	0	0	0	0	70	.20200001	.24900001	0	0	9	1	0	40	0	0	0	43	0	0	0
1087	94	0	0	0	0	0	63	.20900001	.39200002	0	0	10	1	0	64	0	0	0	66	0	0	0
1087	95	0	0	0	0	0	67	.21600001	.38550001	0	0	11	1	0	20	0	0	0	20	0	0	0
1087	96	0	0	0	0	0	71	.223	.36200002	0	0	12	1	0	10	0	0	0	11	0	0	0
1087	97	0	0	0	0	0	73	.23	.29100001	0	0	13	1	0	10	1	1	1	11	1	1	1
1087	98	0	0	0	0	0	73	.237	.36300001	0	0	14	1	0	3	0	0	0	4	1	1	1
1087	99	0	0	0	0	0	79	.244	.347	0	0	15	1	0	3	1	0	0	4	2	1	1
1087	100	0	0	0	0	0	74	.25	.37599999	0	0	16	1	0	8	1	1	1	9	2	2	2
1087	101	0	0	0	0	0	77	.257	.38850001	0	0	17	1	0	5	1	0	0	5	1	0	0
1087	102	0	0	0	0	0	66	.264	.41499999	0	0	18	1	0	7	2	1	1	7	2	1	1
1154	93	0	0	0	0	0	56	.212	.259	0	0	11	0	1	109	1	1	1	149	6	6	6
1265	93	1	1	0	0	0	100	-.38999999	.34299999	0	0	8	0	0	77	0	0	0	84	1	1	0
1265	94	1	1	0	0	0	100	-.396	.213	0	1	9	0	0	54	2	2	1	63	6	6	5
1265	95	1	1	0	0	0	69	-.40099999	.2315	0	1	10	0	0	36	3	3	2	41	4	4	3
1282	93	1	1	0	0	0	100	.18099999	.228	0	0	14	0	1	23	0	0	0	25	0	0	0
1282	94	1	1	0	0	0	100	.191	.37400001	0	0	15	0	1	26	1	1	0	29	2	2	1
1282	95	1	1	0	0	0	100	.20100001	.3705	0	0	16	0	1	19	2	2	2	21	4	4	4
1577	93	1	1	0	0	0	70	-.052999999	.0059999996	0	1	8	1	1	19	0	0	0	22	2	2	2
1577	94	1	1	0	0	0	71	-.063000001	.12	0	1	9	1	1	21	0	0	0	22	1	1	1
1610	93	0	0	0	0	0	67	.212	.259	0	0	11	0	0	16	0	0	0	18	1	1	1
1610	94	0	0	0	0	0	54	.197	.38	0	0	12	0	0	21	1	1	1	23	2	2	2
1610	95	0	0	0	0	0	57	.18099999	.35049999	0	0	13	0	0	11	0	0	0	13	0	0	0
1620	93	0	0	0	0	0	51	.271	.31799999	0	0	9	0	0	17	0	0	0	17	0	0	0
1763	93	1	1	0	0	0	56	-.30199999	.255	0	1	10	0	0	48	1	1	1	48	1	1	1
1941	93	0	0	0	0	0	61	.36500001	.412	0	0	9	0	0	51	0	0	0	54	0	0	0
2009	93	0	0	0	0	0	100	-.048999999	.0019999987	0	0	8	1	0	70	0	0	0	78	3	3	3
2009	94	0	0	0	0	0	71	-.056000002	.127	0	0	9	1	0	51	1	1	1	57	3	3	3
2009	95	0	0	0	0	0	64	-.061999999	.1075	0	0	10	1	0	91	0	0	0	97	2	2	2
2009	96	0	0	0	0	0	100	-.068999998	.07	0	0	11	1	0	43	0	0	0	47	0	0	0
2009	97	0	0	0	0	0	75	-.075000003	.014000003	0	0	12	1	0	19	3	0	0	21	3	0	0
2009	98	0	0	0	0	0	100	-.081	.044999998	0	0	13	1	0	26	2	1	1	28	3	2	2
2009	99	0	0	0	0	0	73	-.088	.015000001	0	0	14	1	0	24	3	1	1	26	4	2	1
2009	100	0	0	0	0	0	78	-.093999997	.032000002	0	0	15	1	0	14	2	1	0	16	3	2	1
2009	101	0	0	0	0	0	83	-.1	.031499997	0	0	16	1	0	40	4	2	2	45	7	5	5
2329	93	1	1	0	0	0	61	-.373	.32600001	0	1	8	0	0	50	1	1	1	59	6	6	3
2329	94	1	1	0	0	0	80	-.377	.19400001	0	1	9	0	0	54	0	0	0	61	7	7	6
2383	93	0	0	0	0	0	61	.5	.54699999	0	0	14	1	0	10	0	0	0	12	1	1	1
2476	93	1	1	0	0	0	93	-.28	.233	0	0	13	0	0	19	0	0	0	20	0	0	0
2476	94	1	1	0	0	0	93	-.28299999	.099999994	0	0	14	0	0	45	0	0	0	46	0	0	0
2476	95	1	1	0	0	0	100	-.28600001	.11650001	1	0	15	0	0	51	0	0	0	52	0	0	0
2513	93	1	1	0	0	0	62	-.336	.289	0	1	8	1	0	50	0	0	0	57	4	4	3
2513	94	1	1	0	0	0	70	-.34	.15700001	0	1	9	1	0	40	1	1	0	41	2	2	1
2513	95	1	1	0	0	0	59	-.34400001	.17450002	0	1	10	1	0	18	2	2	2	20	4	4	4
2525	93	0	0	0	0	0	71	.28099999	.32799998	0	0	8	1	0	17	0	0	0	19	0	0	0
2525	94	0	0	0	0	0	59	.26800001	.45100001	0	0	9	1	0	21	0	0	0	21	0	0	0
2525	95	0	0	0	0	0	66	.255	.42449999	0	0	10	1	0	16	0	0	0	18	0	0	0
2525	96	0	0	0	0	0	67	.242	.38100001	0	0	11	1	0	7	0	0	0	10	0	0	0
2525	97	0	0	0	0	0	68	.229	.28999999	0	0	12	1	0	13	5	2	1	14	5	2	1
2533	93	0	0	0	0	0	56	.493	.54000002	0	0	8	1	0	19	0	0	0	20	0	0	0
2533	94	0	0	0	0	0	51	.48800001	.671	0	0	9	1	0	26	0	0	0	26	0	0	0
2533	95	0	0	0	0	0	46	.48300001	.65250003	0	0	10	1	0	18	0	0	0	18	0	0	0
2533	96	0	0	0	0	0	57	.477	.616	0	0	11	1	0	13	0	0	0	15	1	1	1
2594	93	1	1	0	1	0	86	-.52200001	.47500002	1	1	10	1	0	55	11	11	10	57	12	12	11
2594	94	1	1	0	1	0	89	-.51899999	.336	1	1	11	1	0	22	7	7	7	24	9	9	9
2594	95	1	1	0	1	0	90	-.51599997	.34649998	1	1	12	1	0	25	4	4	3	26	5	5	4
2594	96	1	1	0	1	0	79	-.51300001	.37400001	0	0	13	1	0	0	0	0	0	0	0	0	0
2605	93	1	1	0	0	0	68	-.447	.40000001	0	1	10	0	0	120	1	1	1	126	3	3	2
2605	94	1	1	0	0	0	79	-.44600001	.26300001	0	1	11	0	0	48	1	1	1	53	5	5	4
2605	95	1	1	0	0	0	77	-.44600001	.27650002	0	1	12	0	0	45	1	1	1	48	3	3	3
2605	96	1	1	0	0	0	78	-.44499999	.30599999	0	1	13	0	0	23	4	4	2	23	4	4	2
2605	97	1	1	0	0	0	70	-.44400001	.38300002	1	1	14	0	0	12	2	0	0	13	3	1	0
2605	98	1	1	0	0	0	74	-.44299999	.317	1	1	15	0	0	18	8	2	2	20	10	4	3
2605	99	1	1	0	0	0	64	-.442	.33900002	1	1	16	0	0	8	2	1	0	11	5	4	1
2605	100	1	1	0	0	0	78	-.442	.31600001	1	1	17	0	0	16	7	2	1	24	13	7	6
2605	101	1	1	0	0	0	97	-.44100001	.30950001	1	1	18	0	0	16	4	1	1	26	13	10	5
2605	102	1	1	0	0	0	67	-.44	.289	1	1	19	0	0	10	3	1	0	17	7	7	6
2605	103	1	1	0	0	0	65	-.43900001	.28100002	1	1	20	0	0	9	3	0	0	15	8	6	4
2605	104	1	0	0	0	0	59	-.43900001	.62200004	0	0	21	0	0	15	0	0	0	15	0	0	0
2605	105	1	0	0	0	0	62	-.43799999	.62949997	0	0	22	0	0	13	2	0	0	16	3	1	1
2605	106	1	0	0	0	0	67	-.43700001	.59500003	0	0	23	0	0	11	2	1	1	11	2	1	1
2605	107	1	0	0	0	0	71	-.43599999	.639	0	0	24	0	0	21	3	2	1	21	3	2	1
2605	108	1	0	0	0	0	72	-.43599999	.69099998	0	0	25	0	0	20	3	1	1	20	3	1	1
2605	109	1	0	0	0	0	71	-.435	.73799998	0	0	26	0	0	22	1	1	1	23	1	1	1
2605	110	1	1	0	0	0	88	-.43399999	.257	1	0	27	0	0	23	7	6	4	28	9	11	9
2660	93	1	1	0	0	0	100	-.35699999	.31	0	1	14	0	0	19	1	1	1	23	3	3	3
2672	93	1	1	0	0	0	75	.024	.071000002	1	0	12	1	1	93	2	2	2	97	4	4	4
2706	93	1	1	0	0	0	78	.021	.067999996	0	1	8	0	1	55	1	2	2	58	3	4	4
2706	94	1	1	0	0	0	100	.026000001	.20900001	0	1	9	0	1	52	1	1	1	58	2	2	2
2752	93	1	1	0	0	0	72	-.193	.146	1	1	8	0	0	70	5	5	5	76	6	7	7
3034	93	1	1	0	0	0	81	-.28999999	.24299999	0	1	14	0	1	11	0	0	0	13	2	2	2
3034	94	1	1	0	0	0	100	-.29699999	.11399999	1	1	15	0	1	12	0	0	0	14	2	2	2
3078	93	1	1	0	0	0	57	-.373	.32600001	0	1	10	1	1	40	1	1	1	44	2	2	2
3078	94	1	1	0	0	0	71	-.382	.199	0	1	11	1	1	36	1	2	2	40	4	5	5
3078	95	1	1	0	0	0	70	-.38999999	.22049999	0	1	12	1	1	45	2	2	2	50	5	6	6
3078	96	1	1	0	0	0	74	-.39899999	.25999999	0	1	13	1	1	9	1	2	2	13	5	6	6
3078	97	1	1	0	0	0	65	-.40799999	.347	0	1	14	1	1	14	2	1	1	18	4	3	1
3078	98	1	1	0	0	0	59	-.417	.29100001	1	1	15	1	1	9	3	2	2	18	8	6	5
3078	99	1	1	0	0	0	64	-.426	.32300001	1	1	16	1	1	15	5	2	1	18	8	5	3
3078	100	1	1	0	0	0	69	-.435	.30900002	1	1	17	1	1	9	3	2	2	18	8	9	9
3078	101	1	1	0	0	0	72	-.44400001	.3125	1	1	18	1	1	18	7	4	4	35	19	18	16
3078	102	1	1	0	0	0	62	-.45300001	.30200002	1	1	19	1	1	22	9	10	8	28	14	16	13
3171	93	1	1	0	0	0	57	.121	.168	0	1	16	1	1	21	1	1	1	36	4	4	4
3224	93	1	1	0	0	0	68	-.36000001	.31300002	0	1	10	0	0	23	0	0	0	29	3	3	3
3224	94	1	1	0	0	0	75	-.366	.183	0	1	11	0	0	23	0	0	0	32	3	3	3
3224	95	1	1	0	0	0	71	-.37099999	.2015	0	1	12	0	0	9	0	0	0	15	2	2	2
3224	96	1	1	0	0	0	58	-.377	.23800001	0	0	13	0	0	4	0	0	0	6	0	0	0
3242	93	1	1	0	0	0	100	.12	.167	0	0	10	1	1	32	1	1	1	33	1	1	1
3242	94	1	1	0	0	0	51	.123	.30599999	1	0	11	1	1	29	0	0	0	29	0	0	0
3242	95	1	1	0	0	0	52	.127	.2965	1	0	12	1	1	25	0	0	0	25	0	0	0
3268	93	0	0	0	0	0	61	.31299999	.35999998	0	0	13	0	0	16	0	0	0	16	0	0	0
3321	93	1	1	0	0	0	72	.015	.061999999	0	1	11	1	1	12	1	1	0	12	1	1	0
3321	94	1	1	0	0	0	100	.015	.198	0	1	12	1	1	10	0	0	0	12	2	2	0
3321	95	1	1	0	0	0	100	.014	.18350001	0	1	13	1	1	7	0	0	0	11	2	2	2
3321	96	1	1	0	0	0	79	.014	.153	0	1	14	1	1	4	0	0	0	8	1	1	1
3321	97	1	1	0	0	0	73	.014	.075000003	0	1	15	1	1	1	0	1	1	1	0	1	1
3364	93	0	0	0	0	0	62	.21799999	.26499999	0	0	11	0	0	11	0	0	0	11	0	0	0
3553	93	1	1	0	0	0	53	-.30399999	.257	0	0	8	0	0	9	0	0	0	13	0	0	0
3553	94	1	1	0	0	0	66	-.31	.127	0	0	9	0	0	6	0	0	0	8	0	0	0
3553	95	1	1	0	0	0	56	-.31600001	.14650002	1	0	10	0	0	8	0	0	0	10	0	0	0
3553	96	1	1	0	0	0	59	-.32300001	.18400002	1	0	11	0	0	15	0	0	0	20	1	1	1
3769	93	1	1	0	0	0	94	-.36399999	.317	0	1	10	0	0	33	7	7	6	43	11	11	10
3775	93	1	1	1	0	0	62	-.068999998	.021999998	0	0	10	0	0	18	0	0	0	20	0	0	0
3830	93	1	1	1	0	0	66	-.28600001	.23900001	0	0	10	1	0	35	3	3	3	39	5	5	5
3853	93	0	0	0	0	0	56	1.633	1.6800001	0	0	13	0	0	13	0	0	0	14	1	1	1
3867	93	0	0	0	0	0	65	.229	.27599999	0	0	11	1	0	37	1	1	1	42	1	1	1
3929	93	1	1	0	0	0	58	.093000002	.14	1	0	11	1	1	16	1	1	1	21	3	3	2
3929	94	1	1	0	0	0	70	.079000004	.26199999	1	0	12	1	1	7	1	1	1	11	1	1	1
4043	93	1	1	1	0	0	66	-.361	.31400001	0	1	7	1	0	2	0	0	0	5	3	3	3
4247	93	1	1	0	0	0	70	-.33199999	.285	1	1	13	1	0	15	3	4	4	23	10	12	12
4247	94	1	1	0	0	0	66	-.34599999	.16299999	1	1	14	1	0	11	2	2	2	20	11	11	10
4275	93	1	1	0	0	0	100	.011	.057999998	1	0	17	0	1	36	10	10	10	42	15	15	14
4275	94	1	1	0	0	0	100	.011	.19400001	0	1	18	0	1	4	1	1	1	7	3	3	2
4276	93	1	1	0	0	0	61	-.24699999	.19999999	0	1	8	0	0	43	0	0	0	46	0	0	0
4276	94	1	1	0	0	0	100	-.23199999	.048999995	0	1	9	0	0	62	1	1	0	64	1	1	0
4514	93	1	1	0	0	0	67	-.40900001	.36200002	1	1	16	0	0	19	3	3	3	27	9	9	9
4592	93	0	0	0	0	0	66	.36000001	.40700001	0	0	11	0	0	43	2	2	2	46	2	2	2
4891	93	1	1	0	0	0	60	.17299999	.22	0	1	12	1	1	16	0	0	0	20	1	1	1
4957	93	1	1	0	0	0	68	-.41299999	.366	0	1	8	1	0	31	1	1	0	39	7	7	6
4957	94	1	1	0	0	0	86	-.419	.236	0	1	9	1	0	25	8	8	7	30	11	11	10
4957	95	1	1	0	0	0	74	-.426	.25650001	1	0	10	1	0	21	10	10	7	27	15	15	12
4957	96	1	1	0	0	0	59	-.43200001	.29300001	1	0	11	1	0	26	4	4	4	34	9	10	9
5058	93	1	1	0	0	0	74	-.29100001	.244	0	1	14	0	1	9	0	0	0	12	2	2	2
5058	94	1	1	0	0	0	100	-.29499999	.11199999	1	0	15	0	1	51	6	6	6	68	17	18	18
5098	93	1	1	0	0	0	72	-.36899999	.322	0	0	8	1	0	35	0	0	0	35	0	0	0
5098	94	1	1	0	0	0	76	-.36899999	.18599999	0	0	9	1	0	55	0	0	0	58	2	2	1
5101	93	1	1	0	0	0	69	-.52100003	.47400004	0	1	8	0	0	60	3	3	3	64	4	4	4
5101	94	1	1	0	0	0	65	-.51999998	.33699998	0	1	9	0	0	83	2	2	2	90	4	4	4
5101	95	1	1	0	0	0	66	-.51899999	.3495	0	1	10	0	0	68	3	3	3	75	8	8	8
5101	96	1	1	0	0	0	58	-.51800001	.37900001	0	1	11	0	0	32	3	3	3	40	9	9	8
5101	97	1	1	0	0	0	54	-.51700002	.45600003	0	1	12	0	0	27	12	0	0	37	19	7	6
5101	98	1	1	0	0	0	61	-.51599997	.38999999	0	1	13	0	0	46	27	1	1	60	37	13	11
5101	99	1	1	0	0	0	64	-.51499999	.412	0	1	14	0	0	43	23	5	4	50	30	12	10
5101	100	1	1	0	0	0	56	-.514	.38800001	0	1	15	0	0	35	11	3	2	45	21	12	9
5101	101	1	1	0	0	0	59	-.51300001	.38150001	0	1	16	0	0	22	12	0	0	34	23	11	10
5326	93	1	1	0	0	0	73	-.317	.27000001	0	1	12	1	0	5	0	0	0	5	0	0	0
5436	93	1	1	0	0	0	100	-.023	.024	0	0	11	0	1	9	0	0	0	9	0	0	0
5436	94	1	1	0	0	0	75	-.02	.163	0	0	12	0	1	7	0	0	0	7	0	0	0
5495	93	0	0	0	0	0	73	.37599999	.42299998	0	0	8	1	0	16	0	0	0	16	0	0	0
5495	94	0	0	0	0	0	63	.38299999	.56599998	0	0	9	1	0	13	0	0	0	13	0	0	0
5495	95	0	0	0	0	0	67	.38999999	.55949998	0	0	10	1	0	17	0	0	0	18	0	1	1
5495	96	0	0	0	0	0	63	.396	.53500003	0	0	11	1	0	10	0	0	0	12	1	1	1
5495	97	0	0	0	0	0	70	.403	.46399999	0	0	12	1	0	3	0	0	0	3	0	0	0
5495	98	0	0	0	0	0	55	.41	.53600001	0	0	13	1	0	11	2	1	1	11	2	1	1
5495	99	0	0	0	0	0	63	.41600001	.51899999	0	0	14	1	0	4	0	0	0	4	0	0	0
5495	100	0	0	0	0	0	65	.42300001	.54900002	0	0	15	1	0	7	0	0	0	7	0	0	0
5873	93	1	1	0	0	0	68	-.352	.30500001	0	1	10	0	0	27	1	1	1	33	7	7	7
5873	94	1	1	0	0	0	80	-.36700001	.18400002	0	1	11	0	0	14	0	0	0	17	3	3	3
5900	93	1	1	0	0	0	57	-.37900001	.33200002	1	0	16	0	0	1	0	0	0	2	1	1	1
5900	94	1	1	0	0	0	69	-.377	.19400001	1	0	17	0	0	0	0	0	0	0	0	0	0
5924	93	1	1	0	0	0	100	-.1	.053000003	1	1	20	0	1	3	0	0	0	13	9	9	9
5924	94	1	1	0	0	0	100	-.1	.082999997	1	1	21	0	1	9	4	4	3	23	18	18	17
5924	95	1	1	0	0	0	55	-.101	.068499997	1	1	22	0	1	8	3	3	3	16	10	10	10
5929	93	0	0	0	0	0	52	.109	.156	0	0	11	0	0	13	0	0	0	21	2	2	2
6240	93	1	1	0	0	0	100	-.442	.39500001	0	1	9	1	0	35	1	1	1	42	4	4	4
6240	94	1	1	0	0	0	71	-.44600001	.26300001	0	1	10	1	0	44	1	1	1	53	3	3	3
6240	95	1	1	0	0	0	73	-.44999999	.28049999	0	1	11	1	0	24	1	1	1	34	5	5	5
6455	93	0	0	0	0	0	65	.35100001	.398	0	0	9	0	0	28	0	0	0	31	2	2	2
6455	94	0	0	0	0	0	55	.35100001	.53400004	0	0	10	0	0	50	0	0	0	53	0	0	0
6455	95	0	0	0	0	0	58	.35100001	.5205	0	0	11	0	0	42	0	0	0	45	0	0	0
6455	96	0	0	0	0	0	66	.34999999	.48899999	0	0	12	0	0	3	0	0	0	4	0	0	0
6455	97	0	0	0	0	0	62	.34999999	.41099998	0	0	13	0	0	128	0	0	0	130	1	2	1
6455	98	0	0	0	0	0	52	.34900001	.47499999	0	0	14	0	0	14	2	1	1	14	2	1	1
6455	99	0	0	0	0	0	61	.34900001	.45199999	0	0	15	0	0	11	2	0	0	11	2	0	0
6455	100	0	0	0	0	0	63	.34799999	.47399998	0	0	16	0	0	82	2	1	1	86	3	1	1
6455	101	0	0	0	0	0	55	.34799999	.4795	0	0	17	0	0	24	1	0	0	28	1	0	0
6455	102	0	0	0	0	0	98	.347	.498	0	0	18	0	0	13	1	0	0	17	1	0	0
6455	103	0	0	0	0	0	58	.347	.505	0	0	19	0	0	9	1	0	0	11	2	0	0
6532	93	1	1	0	0	0	100	-.18700001	.14	1	0	18	0	1	53	3	3	3	68	13	13	11
6532	94	1	1	0	0	0	59	-.193	.010000004	0	0	19	0	1	6	0	0	0	7	0	0	0
6548	93	0	0	0	0	0	49	.226	.273	0	0	10	1	0	31	0	0	0	32	0	0	0
6584	93	1	1	0	0	0	69	-.301	.25400001	0	0	3	0	0	18	0	0	0	19	0	0	0
6584	94	1	1	0	0	0	60	-.301	.118	0	1	4	0	0	54	0	0	0	57	2	2	2
6584	95	1	1	0	0	0	58	-.301	.13150001	0	1	5	0	0	11	0	0	0	11	0	0	0
6584	96	1	1	0	0	0	63	-.301	.162	0	1	6	0	0	4	1	1	1	5	1	1	1
6584	97	1	1	0	0	0	64	-.301	.23999999	0	1	7	0	0	2	0	0	0	3	0	0	0
6661	93	1	1	0	0	0	59	-.403	.35600001	0	1	8	0	0	24	0	0	0	30	3	4	3
6661	94	1	1	0	0	0	77	-.40400001	.22100002	0	1	9	0	0	20	0	0	0	22	0	0	0
6661	95	1	1	0	0	0	73	-.40400001	.23450002	0	1	10	0	0	25	2	2	1	30	6	6	5
6661	96	1	1	0	0	0	58	-.40400001	.26500002	0	1	11	0	0	22	1	1	1	27	5	5	5
6685	93	1	1	0	0	0	61	-.34900001	.30200002	1	0	15	0	0	17	1	1	1	24	8	8	8
6685	94	1	1	0	0	0	64	-.347	.164	1	1	16	0	0	21	1	1	0	29	8	8	7
6756	93	1	1	0	0	0	70	-.597	.55000001	0	1	11	1	0	33	1	1	1	42	6	6	5
6756	94	1	1	0	0	0	72	-.60900003	.42600003	0	1	12	1	0	15	0	0	0	17	0	0	0
6756	95	1	1	0	0	0	73	-.62	.45050001	0	1	13	1	0	19	0	0	0	20	0	0	0
6845	93	1	1	0	0	0	62	-.241	.19399999	0	1	11	0	1	4	0	0	0	6	2	2	2
6845	94	1	1	0	0	0	73	-.25099999	.067999989	0	1	12	0	1	16	0	0	0	19	2	2	2
6845	95	1	1	0	0	0	60	-.26100001	.091500007	0	1	13	0	1	11	0	0	0	14	2	2	2
6845	96	1	1	0	0	0	100	-.271	.132	0	1	14	0	1	10	0	0	0	14	2	2	2
6845	97	1	1	0	0	0	66	-.28099999	.21999998	0	1	15	0	1	1	0	0	0	4	1	2	2
6845	98	1	1	0	0	0	74	-.29100001	.16500001	0	1	16	0	1	1	0	0	0	5	2	3	3
6845	99	1	1	0	0	0	62	-.301	.198	0	1	17	0	1	1	0	0	0	5	3	3	3
6845	100	1	1	0	0	0	100	-.31099999	.18499999	0	1	18	0	1	1	0	0	0	3	2	2	2
6845	101	1	1	0	0	0	61	-.322	.19049999	0	1	19	0	1	1	0	0	0	4	3	3	3
6845	102	1	1	0	0	0	66	-.33199999	.18099999	0	1	20	0	1	1	0	0	0	4	2	3	3
6845	103	1	1	0	0	0	61	-.34200001	.184	1	1	21	0	1	1	0	0	0	8	7	7	6
6860	93	0	0	0	0	0	57	.28799999	.33499998	0	0	8	1	0	37	1	1	1	40	2	2	2
6936	93	1	1	0	1	0	70	-.54100001	.49400002	0	1	8	0	0	49	0	0	0	53	0	0	0
6936	94	1	1	0	1	0	74	-.546	.36300001	0	1	9	0	0	43	1	1	1	45	1	1	1
6936	95	1	1	0	1	0	74	-.55199999	.38249999	1	1	10	0	0	24	0	1	1	32	3	5	4
7043	93	1	1	0	0	0	51	-.41100001	.36400002	0	1	8	0	0	39	3	3	2	40	3	3	2
7043	94	1	1	0	0	0	72	-.40700001	.22400001	0	1	9	0	0	23	1	1	1	32	4	4	4
7081	93	1	1	0	0	0	99	-.43799999	.391	0	0	11	1	0	18	1	1	0	20	1	1	0
7081	94	1	1	0	0	0	88	-.449	.266	0	0	12	1	0	28	2	2	2	28	2	2	2
7228	93	1	1	0	0	0	100	-.0060000001	.041000001	0	1	14	0	1	1	0	0	0	2	1	1	1
7228	94	1	1	0	0	0	100	-.013	.17	0	1	15	0	1	1	0	0	0	4	3	3	3
7232	93	1	1	0	0	0	100	-.35299999	.30599999	1	1	23	1	1	65	0	0	0	77	9	9	9
7232	94	1	1	0	0	0	69	-.35800001	.17500001	0	1	24	1	1	31	0	0	0	37	1	2	1
7333	93	1	1	0	0	0	68	-.38600001	.33900002	0	0	6	1	1	105	0	0	0	112	1	1	1
7333	94	1	1	0	0	0	69	-.38600001	.20300001	0	1	7	1	1	255	0	0	0	258	0	0	0
